site,b_r,bag,outplant_time,shell_length,month,growth_rate
D,b,4,15.85714286,35.12,4,-0.07428828827490329
D,b,4,15.85714286,39.52,4,0.2031891891525786
D,b,4,15.85714286,49.87,4,0.8558918917376769
D,b,4,15.85714286,48.35,4,0.7600360358990926
D,b,4,15.85714286,54.3,4,1.1352612610567094
D,b,4,15.85714286,61.57,4,1.5937297294425712
D,b,4,15.85714286,56.98,4,1.3042702700352664
D,b,4,15.85714286,61.43,4,1.5849009006153332
D,b,4,15.85714286,50.07,4,0.8685045043480171
D,b,4,15.85714286,57.57,4,1.3414774772357698
D,b,5,15.85714286,36.5,4,0.012738738736443355
D,b,5,15.85714286,51.71,4,0.9719279277528058
D,b,5,15.85714286,53.2,4,1.0658918916998394
D,b,5,15.85714286,48.86,4,0.7921981980554597
D,b,5,15.85714286,57.19,4,1.3175135132761235
D,b,5,15.85714286,38.21,4,0.120576576554851
D,b,5,15.85714286,52.37,4,1.0135495493669278
D,b,5,15.85714286,50.86,4,0.9183243241588603
D,b,5,15.85714286,46.58,4,0.6484144142975827
D,b,5,15.85714286,60.48,4,1.5249909907162176
E,b,1,15.85714286,37.76,4,0.09219819818158567
E,b,1,15.85714286,47.53,4,0.7083243241966983
E,b,1,15.85714286,42.92,4,0.41760360352835973
E,b,1,15.85714286,44.44,4,0.513459459366944
E,b,1,15.85714286,38.89,4,0.16345945943000723
E,b,1,15.85714286,51.04,4,0.9296756755081664
E,b,1,15.85714286,39.58,4,0.20697297293568032
E,b,1,15.85714286,37.37,4,0.06760360359142249
E,b,1,15.85714286,45.06,4,0.5525585584589985
E,b,1,15.85714286,35.41,4,-0.05599999998991024
E,b,2,15.85714286,37.28,4,0.0619279279167697
E,b,2,15.85714286,36.05,4,-0.01563963963682198
E,b,2,15.85714286,32.64,4,-0.23068468464311995
E,b,2,15.85714286,41.15,4,0.3059819819268499
E,b,2,15.85714286,41.24,4,0.31165765760150316
E,b,2,15.85714286,41.01,4,0.2971531530996118
E,b,2,15.85714286,40.15,4,0.24291891887514955
E,b,2,15.85714286,37.39,4,0.0688648648524567
E,b,2,15.85714286,41.25,4,0.31228828823202004
E,b,2,15.85714286,43.79,4,0.47246846838333884
E,b,3,15.85714286,43.24,4,0.43778378370490384
E,b,3,15.85714286,54.14,4,1.1251711709684376
E,b,3,15.85714286,38.17,4,0.11805405403278305
E,b,3,15.85714286,59.14,4,1.4404864862269393
E,b,3,15.85714286,42.98,4,0.4213873873114614
E,b,3,15.85714286,48.75,4,0.7852612611197727
E,b,3,15.85714286,43.35,4,0.4447207206405908
E,b,3,15.85714286,37.55,4,0.07895495494072854
E,b,3,15.85714286,44,4,0.48571171162419596
E,b,3,15.85714286,50.63,4,0.9038198196569694
E,b,4,15.85714286,45.4,4,0.5739999998965764
E,b,4,15.85714286,43.84,4,0.47562162153592413
E,b,4,15.85714286,49.28,4,0.8186846845371739
E,b,4,15.85714286,46.79,4,0.6616576575384399
E,b,4,15.85714286,44.63,4,0.5254414413467674
E,b,4,15.85714286,40.55,4,0.2681441440958296
E,b,4,15.85714286,46.52,4,0.6446306305144811
E,b,4,15.85714286,33.99,4,-0.14554954952332438
E,b,4,15.85714286,28.39,4,-0.49870270261284644
E,b,4,15.85714286,43.46,4,0.45165765757627785
E,b,5,15.85714286,52.26,4,1.0066126124312407
E,b,5,15.85714286,48.94,4,0.7972432430995956
E,b,5,15.85714286,45.47,4,0.5784144143101955
E,b,5,15.85714286,46.06,4,0.6156216215106989
E,b,5,15.85714286,46.24,4,0.6269729728600049
E,b,5,15.85714286,45.37,4,0.5721081080050253
E,b,5,15.85714286,47.08,4,0.6799459458234329
E,b,5,15.85714286,39.39,4,0.1949909909558574
E,b,5,15.85714286,43.09,4,0.4283243242471489
E,b,5,15.85714286,45.16,4,0.5588648647641682
E,r,1,15.85714286,44.28,4,0.5033693692786722
E,r,1,15.85714286,53.36,4,1.0759819817881113
E,r,1,15.85714286,55.18,4,1.190756756542206
E,r,1,15.85714286,51.51,4,0.9593153151424655
E,r,1,15.85714286,49.72,4,0.8464324322799219
E,r,1,15.85714286,49.51,4,0.8331891890390648
E,r,1,15.85714286,58,4,1.368594594348001
E,r,1,15.85714286,48.88,4,0.7934594593164939
E,r,1,15.85714286,55.65,4,1.220396396176505
E,r,1,15.85714286,47.11,4,0.6818378377149841
E,r,2,15.85714286,61.64,4,1.5981441438561903
E,r,2,15.85714286,59.78,4,1.4808468465800275
E,r,2,15.85714286,47.52,4,0.7076936935661814
E,r,2,15.85714286,41.84,4,0.34949549543252345
E,r,2,15.85714286,46.67,4,0.654090089972236
E,r,2,15.85714286,68.66,4,2.0408468464791265
E,r,2,15.85714286,64.57,4,1.7829189185976717
E,r,2,15.85714286,54.13,4,1.1245405403379207
E,r,2,15.85714286,44.65,4,0.5267027026078012
E,r,2,15.85714286,35.85,4,-0.028252252247161783
E,r,3,15.85714286,53.78,4,1.1024684682698256
E,r,3,15.85714286,53.74,4,1.0999459457477576
E,r,3,15.85714286,41.92,4,0.35454054047665934
E,r,3,15.85714286,50.99,4,0.9265225223555815
E,r,3,15.85714286,57.85,4,1.3591351348902458
E,r,3,15.85714286,47.18,4,0.6862522521286031
E,r,3,15.85714286,55.48,4,1.2096756754577158
E,r,3,15.85714286,54.8,4,1.1667927925825596
E,r,3,15.85714286,53.24,4,1.0684144142219074
E,r,3,15.85714286,51.58,4,0.9637297295560845
E,r,4,15.85714286,36.91,4,0.03859459458764029
E,r,4,15.85714286,49.61,4,0.839495495344235
E,r,4,15.85714286,48.38,4,0.7619279277906437
E,r,4,15.85714286,54.75,4,1.1636396394299748
E,r,4,15.85714286,39.65,4,0.21138738734929938
E,r,4,15.85714286,58.37,4,1.39192792767713
E,r,4,15.85714286,49.39,4,0.8256216214728609
E,r,4,15.85714286,45.72,4,0.5941801800731206
E,r,4,15.85714286,51.67,4,0.9694054052307378
E,r,4,15.85714286,57.3,4,1.3244504502118104
E,r,5,15.85714286,49.48,4,0.8312972971475137
E,r,5,15.85714286,66.72,4,1.9185045041588278
E,r,5,15.85714286,59.76,4,1.4795855853189934
E,r,5,15.85714286,60.53,4,1.5281441438688028
E,r,5,15.85714286,45.43,4,0.5758918917881275
E,r,5,15.85714286,47.07,4,0.6793153151929161
E,r,5,15.85714286,45.81,4,0.5998558557477738
E,r,5,15.85714286,53.8,4,1.1037297295308592
E,r,5,15.85714286,41.01,4,0.2971531530996118
E,r,5,15.85714286,35.58,4,-0.045279279271121076
C,b,1,16.14285714,45.5,4,0.5700353983309796
C,b,1,16.14285714,53.63,4,1.0736637170041883
C,b,1,16.14285714,48.28,4,0.7422477877419907
C,b,1,16.14285714,56.04,4,1.2229557524288415
C,b,1,16.14285714,47.58,4,0.6988849558759086
C,b,1,16.14285714,38.8,4,0.15499115046990963
C,b,1,16.14285714,30.91,4,-0.3337699115634992
C,b,1,16.14285714,28.62,4,-0.47562831866825284
C,b,1,16.14285714,29.93,4,-0.39447787617601393
C,b,1,16.14285714,58.37,4,1.3672920356402283
C,b,2,16.14285714,58.51,4,1.3759646020134448
C,b,2,16.14285714,61.28,4,1.5475575223977978
C,b,2,16.14285714,38.9,4,0.16118584073649286
C,b,2,16.14285714,35.98,4,-0.019699115047734663
C,b,2,16.14285714,35.87,4,-0.02651327434097607
C,b,2,16.14285714,45.68,4,0.5811858408108292
C,b,2,16.14285714,35.07,4,-0.07607079647364094
C,b,2,16.14285714,52.06,4,0.9764070798188331
C,b,2,16.14285714,49.72,4,0.8314513275807877
C,b,2,16.14285714,67.92,4,1.9588849560989177
C,b,3,16.14285714,49.35,4,0.8085309735944303
C,b,3,16.14285714,40.64,4,0.2689734513750395
C,b,3,16.14285714,35.9,4,-0.02465486726100106
C,b,3,16.14285714,56.17,4,1.2310088497753997
C,b,3,16.14285714,40.93,4,0.2869380531481305
C,b,3,16.14285714,38.99,4,0.1667610619764179
C,b,3,16.14285714,39.78,4,0.21569911508242456
C,b,3,16.14285714,55.33,4,1.1789734515361012
C,b,3,16.14285714,51.51,4,0.9423362833526256
C,b,3,16.14285714,44.53,4,0.5099469027451233
C,b,4,16.14285714,51.71,4,0.954725663885792
C,b,4,16.14285714,33.41,4,-0.17890265489892115
C,b,4,16.14285714,50.9,4,0.90454867272646855
C,b,4,16.14285714,52.48,4,1.002424778938482
C,b,4,16.14285714,30.53,4,-0.35730973457651505
C,b,4,16.14285714,48.2,4,0.7372920355287244
C,b,4,16.14285714,39.48,4,0.19711504428267493
C,b,4,16.14285714,37.77,4,0.09118584072410377
C,b,4,16.14285714,39.92,4,0.224371681455641
C,b,4,16.14285714,44.58,4,0.5130442478784147
C,b,5,16.14285714,44.39,4,0.5012743363719069
C,b,5,16.14285714,44.51,4,0.5087079646918065
C,b,5,16.14285714,52.94,4,1.0309203541647645
C,b,5,16.14285714,35.72,4,-0.03580530974085068
C,b,5,16.14285714,47.2,4,0.675345132862893
C,b,5,16.14285714,52.61,4,1.0104778762850402
C,b,5,16.14285714,49,4,0.7868495576613892
C,b,5,16.14285714,52.95,4,1.031539823191423
C,b,5,16.14285714,49.92,4,0.8438407081139541
C,b,5,16.14285714,43.81,4,0.4653451328257248
C,r,1,16.14285714,58.8,4,1.3939292037865358
C,r,1,16.14285714,47.19,4,0.6747256638362343
C,r,1,16.14285714,58.71,4,1.3883539825466111
C,r,1,16.14285714,60.28,4,1.4856106197319665
C,r,1,16.14285714,65.78,4,1.8263185843940386
C,r,1,16.14285714,42.05,4,0.3563185841338614
C,r,1,16.14285714,40.61,4,0.26711504429506444
C,r,1,16.14285714,57.68,4,1.324548672800805
C,r,1,16.14285714,48.02,4,0.7261415930488747
C,r,1,16.14285714,64.08,4,1.7210088498621252
C,r,2,16.14285714,64.93,4,1.7736637171280825
C,r,2,16.14285714,59.37,4,1.4292389383060597
C,r,2,16.14285714,69.39,4,2.04994690301769
C,r,2,16.14285714,49.46,4,0.8153451328876716
C,r,2,16.14285714,58.33,4,1.3648141595335952
C,r,2,16.14285714,49.01,4,0.7874690266880474
C,r,2,16.14285714,49.29,4,0.8048141594344802
C,r,2,16.14285714,33.81,4,-0.15412389383258826
C,r,2,16.14285714,65.23,4,1.7922477879278316
C,r,2,16.14285714,66.56,4,1.8746371684733871
C,r,4,16.14285714,50.43,4,0.8754336284735279
C,r,4,16.14285714,57.52,4,1.3146371683742721
C,r,4,16.14285714,50.63,4,0.8878230090066944
C,r,4,16.14285714,42.89,4,0.4083539823731599
C,r,4,16.14285714,50.97,4,0.9088849559130768
C,r,4,16.14285714,69.22,4,2.0394159295644982
C,r,4,16.14285714,60.66,4,1.509150442744982
C,r,4,16.14285714,57.89,4,1.3375575223606295
C,r,4,16.14285714,53.31,4,1.0538407081511223
C,r,4,16.14285714,61.29,4,1.5481769914244559
C,r,5,16.14285714,46.83,4,0.6524247788765352
C,r,5,16.14285714,46.48,4,0.6307433629434941
C,r,5,16.14285714,57.96,4,1.3418938055472378
C,r,5,16.14285714,48.1,4,0.7310973452621411
C,r,5,16.14285714,39.54,4,0.20083185844262494
C,r,5,16.14285714,67.41,4,1.9272920357393433
C,r,5,16.14285714,45.76,4,0.5861415930240956
C,r,5,16.14285714,53.12,4,1.042070796644614
C,r,5,16.14285714,58.74,4,1.3902123896265863
C,r,5,16.14285714,39.79,4,0.21631858410908278
B,b,1,16.57142857,37.26,4,0.05805172414293527
B,b,1,16.57142857,42.14,4,0.35253448278901156
B,b,1,16.57142857,39.07,4,0.16727586208338577
B,b,1,16.57142857,45.9,4,0.5794310345327094
B,b,1,16.57142857,35.74,4,-0.03367241379600624
B,b,1,16.57142857,47.55,4,0.6790000000585342
B,b,1,16.57142857,39.08,4,0.16787931035929973
B,b,1,16.57142857,43.57,4,0.43882758624472645
B,b,1,16.57142857,40.4,4,0.2475344827799597
B,b,1,16.57142857,41.45,4,0.31089655175093944
B,b,2,16.57142857,45.97,4,0.583655172464108
B,b,2,16.57142857,46.64,4,0.6240862069503522
B,b,2,16.57142857,41.99,4,0.34348275865030026
B,b,2,16.57142857,39.8,4,0.2113275862251142
B,b,2,16.57142857,28.41,4,-0.47600000004103465
B,b,2,16.57142857,36.57,4,0.016413793104863166
B,b,2,16.57142857,47.74,4,0.6904655173009023
B,b,2,16.57142857,26.93,4,-0.56531034487632
B,b,2,16.57142857,32.93,4,-0.2032413793278658
B,b,2,16.57142857,35.77,4,-0.03186206896826389
B,b,3,16.57142857,50.93,4,0.882965517317497
B,b,3,16.57142857,45.96,4,0.5830517241881941
B,b,3,16.57142857,43.25,4,0.4195172414154756
B,b,3,16.57142857,36.11,4,-0.011344827587185044
B,b,3,16.57142857,48.14,4,0.7146034483374658
B,b,3,16.57142857,36.28,4,-0.001086206896645404
B,b,3,16.57142857,32.04,4,-0.25694827588421987
B,b,3,16.57142857,39.37,4,0.18537931036080832
B,b,3,16.57142857,43.76,4,0.45029310348709406
B,b,3,16.57142857,43.04,4,0.4068448276212796
B,b,4,16.57142857,53.52,4,1.0392586207792467
B,b,4,16.57142857,48.13,4,0.7140000000615518
B,b,4,16.57142857,46.73,4,0.6295172414335788
B,b,4,16.57142857,41.73,4,0.3277931034765336
B,b,4,16.57142857,36.62,4,0.019431034484433448
B,b,4,16.57142857,33.54,4,-0.1664310344971063
B,b,4,16.57142857,33.22,4,-0.1857413793263572
B,b,4,16.57142857,49.2,4,0.7785689655843595
B,b,4,16.57142857,35.22,4,-0.06505172414353913
B,b,4,16.57142857,44.09,4,0.47020689659225934
B,b,5,16.57142857,45.46,4,0.5528793103924896
B,b,5,16.57142857,34.81,4,-0.08979310345601663
B,b,5,16.57142857,39.21,4,0.17572413794618308
B,b,5,16.57142857,39.87,4,0.21555172415651283
B,b,5,16.57142857,33.67,4,-0.15858620691022296
B,b,5,16.57142857,44.38,4,0.4877068965937679
B,b,5,16.57142857,44.84,4,0.5154655172858161
B,b,5,16.57142857,49.2,4,0.7785689655843595
B,b,5,16.57142857,39.92,4,0.21856896553608354
B,b,5,16.57142857,28.33,4,-0.4808275862483475
A,b,1,16.42857143,36.54,4,0.014730434781327625
A,b,1,16.42857143,30.83,4,-0.3328347825797537
A,b,1,16.42857143,38.25,4,0.11881739129401575
A,b,1,16.42857143,46.59,4,0.6264695651629157
A,b,1,16.42857143,45.11,4,0.53638260864901
A,b,1,16.42857143,50.83,4,0.8845565216622122
A,b,1,16.42857143,50.77,4,0.8809043477494866
A,b,1,16.42857143,45.3,4,0.5479478260393086
A,b,1,16.42857143,54.09,4,1.082991304253653
A,b,1,16.42857143,47.32,4,0.6709043477677473
A,b,2,16.42857143,47.12,4,0.6587304347253274
A,b,2,16.42857143,33.71,4,-0.15753043476891043
A,b,2,16.42857143,31.87,4,-0.26953043475917127
A,b,2,16.42857143,50.98,4,0.8936869564440268
A,b,2,16.42857143,35.67,4,-0.038226086953197735
A,b,2,16.42857143,49.69,4,0.8151652173204201
A,b,2,16.42857143,36.17,4,-0.007791304347148588
A,b,2,16.42857143,44.61,4,0.5059478260429608
A,b,2,16.42857143,46.53,4,0.6228173912501896
A,b,2,16.42857143,48.32,4,0.7317739129798456
A,b,3,16.42857143,38.34,4,0.12429565216310481
A,b,3,16.42857143,45.22,4,0.5430782608223408
A,b,3,16.42857143,41.58,4,0.32151304345030296
A,b,3,16.42857143,32.78,4,-0.21413913041616184
A,b,3,16.42857143,39.46,4,0.19246956520065475
A,b,3,16.42857143,34.33,4,-0.11979130433740966
A,b,3,16.42857143,34.08,4,-0.13500869564043422
A,b,3,16.42857143,34.7,4,-0.09726956520893301
A,b,3,16.42857143,31.02,4,-0.32126956518945493
A,b,3,16.42857143,47.39,4,0.6751652173325942
A,b,4,16.42857143,49.88,4,0.826730434710719
A,b,4,16.42857143,45.77,4,0.5765565216889951
A,b,4,16.42857143,45.95,4,0.5875130434271728
A,b,4,16.42857143,36.1,4,-0.012052173911995485
A,b,4,16.42857143,46.49,4,0.6203826086417058
A,b,4,16.42857143,45.62,4,0.56742608690718
A,b,4,16.42857143,49.52,4,0.8048173912343637
A,b,4,16.42857143,41.77,4,0.33307826084060194
A,b,4,16.42857143,53.88,4,1.0702086955591121
A,b,4,16.42857143,47.06,4,0.6550782608126019
A,b,5,16.42857143,40.51,4,0.25638260867335777
A,b,5,16.42857143,30.74,4,-0.3383130434488425
A,b,5,16.42857143,37.92,4,0.09873043477402342
A,b,5,16.42857143,32.88,4,-0.20805217389495193
A,b,5,16.42857143,44.94,4,0.5260347825629532
A,b,5,16.42857143,46.03,4,0.5923826086441405
A,b,5,16.42857143,31.24,4,-0.30787826084279335
A,b,5,16.42857143,41,4,0.28620869562728607
A,b,5,16.42857143,53.45,4,1.04403478251791
A,b,5,16.42857143,49.26,4,0.7889913042792178
B,r,1,16.42857143,40.94,4,0.28255652171456
B,r,1,16.42857143,66,4,1.8079478259297435
B,r,1,16.42857143,47.49,4,0.6812521738538041
B,r,1,16.42857143,41.55,4,0.31968695649393997
B,r,1,16.42857143,34.86,4,-0.08753043477499749
B,r,1,16.42857143,46.35,4,0.611860869512012
B,r,1,16.42857143,57.14,4,1.2686434781505525
B,r,1,16.42857143,71.26,4,2.1281217389453806
B,r,1,16.42857143,73.68,4,2.275426086758659
B,r,1,16.42857143,39.14,4,0.17299130433278326
B,r,2,16.42857143,55.54,4,1.1712521738111952
B,r,2,16.42857143,48.29,4,0.7299478260234825
B,r,2,16.42857143,54.9,4,1.1322956520754524
B,r,2,16.42857143,36.13,4,-0.010226086955632468
B,r,2,16.42857143,48.52,4,0.7439478260222654
B,r,2,16.42857143,69.28,4,2.007599999825426
B,r,2,16.42857143,50.01,4,0.8346434781882915
B,r,2,16.42857143,63.04,4,1.6277739129019324
B,r,2,16.42857143,38.85,4,0.1553391304212748
B,r,2,16.42857143,65.31,4,1.7659478259333956
B,r,3,16.42857143,44.81,4,0.5181217390853807
B,r,3,16.42857143,52.94,4,1.0129913042597396
B,r,3,16.42857143,59.34,4,1.402556521617169
B,r,3,16.42857143,46.81,4,0.6398608695095773
B,r,3,16.42857143,48.18,4,0.7232521738501518
B,r,3,16.42857143,45.7,4,0.5722956521241482
B,r,3,16.42857143,44.2,4,0.4809913043060008
B,r,3,16.42857143,47.03,4,0.6532521738562388
B,r,3,16.42857143,60.29,4,1.460382608568662
B,r,3,16.42857143,66.2,4,1.8201217389721631
B,r,4,16.42857143,76.14,4,2.42516521718042
B,r,4,16.42857143,33.82,4,-0.15083478259557967
B,r,4,16.42857143,50.54,4,0.8669043477507037
B,r,4,16.42857143,50.68,4,0.8754260868803975
B,r,4,16.42857143,54.05,4,1.0805565216451687
B,r,4,16.42857143,44.5,4,0.4992521738696301
B,r,4,16.42857143,64.98,4,1.7458608694134035
B,r,4,16.42857143,53.83,4,1.067165217298507
B,r,4,16.42857143,47.99,4,0.7116869564598532
B,r,4,16.42857143,65.73,4,1.791513043322477
B,r,5,16.42857143,59.45,4,1.4092521737904997
B,r,5,16.42857143,52.36,4,0.9776869564367227
B,r,5,16.42857143,57.58,4,1.2954260868438756
B,r,5,16.42857143,32.75,4,-0.21596521737252486
B,r,5,16.42857143,38.16,4,0.1133391304249267
B,r,5,16.42857143,51.1,4,0.9009913042694789
B,r,5,16.42857143,45.56,4,0.5637739129944545
B,r,5,16.42857143,60.09,4,1.4482086955262428
B,r,5,16.42857143,66.4,4,1.832295652014583
B,r,5,16.42857143,49.87,4,0.8261217390585978
A,r,1,16.42857143,48.39,4,0.7360347825446925
A,r,1,16.42857143,44.88,4,0.5223826086502276
A,r,1,16.42857143,57.38,4,1.2832521738014562
A,r,1,16.42857143,57.09,4,1.2655999998899479
A,r,1,16.42857143,52.94,4,1.0129913042597396
A,r,1,16.42857143,53,4,1.0166434781724656
A,r,1,16.42857143,55.2,4,1.150556521639082
A,r,1,16.42857143,56.94,4,1.2564695651081328
A,r,1,16.42857143,53,4,1.0166434781724656
A,r,1,16.42857143,70.52,4,2.0830782606884273
A,r,2,16.42857143,65.53,4,1.7793391302800572
A,r,2,16.42857143,45.17,4,0.5400347825617361
A,r,2,16.42857143,47.06,4,0.6550782608126019
A,r,2,16.42857143,53.23,4,1.030643478171248
A,r,2,16.42857143,54.88,4,1.1310782607712104
A,r,2,16.42857143,35.24,4,-0.06439999999439998
A,r,2,16.42857143,48.8,4,0.7609913042816526
A,r,2,16.42857143,44.62,4,0.5065565216950817
A,r,2,16.42857143,36.99,4,0.04212173912677203
A,r,2,16.42857143,51.89,4,0.9490782607870365
A,r,3,16.42857143,49.03,4,0.7749913042804354
A,r,3,16.42857143,46.94,4,0.6477739129871498
A,r,3,16.42857143,44.79,4,0.5169043477811386
A,r,3,16.42857143,49.77,4,0.8200347825373883
A,r,3,16.42857143,52.82,4,1.0056869564342878
A,r,3,16.42857143,62.06,4,1.5681217389940763
A,r,3,16.42857143,52.5,4,0.9862086955664164
A,r,3,16.42857143,33.13,4,-0.19283478259192735
A,r,3,16.42857143,35.31,4,-0.060139130429553087
A,r,3,16.42857143,53.49,4,1.0464695651263938
A,r,4,16.42857143,54.72,4,1.1213391303372746
A,r,4,16.42857143,53.61,4,1.0537739129518455
A,r,4,16.42857143,40.42,4,0.2509043478042692
A,r,4,16.42857143,50.77,4,0.8809043477494866
A,r,4,16.42857143,48.26,4,0.7281217390671195
A,r,4,16.42857143,49.43,4,0.7993391303652746
A,r,4,16.42857143,53.84,4,1.0677739129506283
A,r,4,16.42857143,42.29,4,0.3647304347508928
A,r,4,16.42857143,44.43,4,0.49499130430478316
A,r,4,16.42857143,39.57,4,0.19916521737398551
A,r,5,16.42857143,51.86,4,0.9472521738306735
A,r,5,16.42857143,55.26,4,1.1542086955518076
A,r,5,16.42857143,59.04,4,1.3842956520535392
A,r,5,16.42857143,39.11,4,0.17116521737642026
A,r,5,16.42857143,45.85,4,0.5814260869059629
A,r,5,16.42857143,34.76,4,-0.0936173912962074
A,r,5,16.42857143,40.97,4,0.284382608670923
A,r,5,16.42857143,50.02,4,0.8352521738404128
A,r,5,16.42857143,66.03,4,1.8097739128861063
A,r,5,16.42857143,65.84,4,1.7982086954958079
D,r,1,8.142857143,40.4,2,1.9604042044542844
D,r,1,8.142857143,46.04,2,2.6530357833895013
D,r,1,8.142857143,40.49,2,1.9714568360330382
D,r,1,8.142857143,44.51,2,2.465141046550692
D,r,1,8.142857143,49.59,2,3.089000695662555
D,r,1,8.142857143,36.19,2,1.4433866606037056
D,r,1,8.142857143,37.61,2,1.6177726255129272
D,r,1,8.142857143,46,2,2.648123502687833
D,r,1,8.142857143,37.66,2,1.623912976390012
D,r,1,8.142857143,38.67,2,1.7479480641071348
D,r,2,8.142857143,46.81,2,2.747597186896615
D,r,2,8.142857143,46.46,2,2.704614730757018
D,r,2,8.142857143,49.03,2,3.0202287658392
D,r,2,8.142857143,42.99,2,2.2784743798873013
D,r,2,8.142857143,39.04,2,1.7933866605975655
D,r,2,8.142857143,33.77,2,1.14619367815278
D,r,2,8.142857143,33.15,2,1.0700533272769222
D,r,2,8.142857143,43.96,2,2.397597186902755
D,r,2,8.142857143,27.18,2,0.33689543255294263
D,r,2,8.142857143,28.02,2,0.44005332728797497
D,r,3,8.142857143,40.73,2,2.0009305202430467
D,r,3,8.142857143,38.61,2,1.7405796430546323
D,r,3,8.142857143,51.51,2,3.3247901693426285
D,r,3,8.142857143,53.25,2,3.5384743798651956
D,r,3,8.142857143,42.75,2,2.2490006956772914
D,r,3,8.142857143,37.84,2,1.6460182395475198
D,r,3,8.142857143,38.68,2,1.7491761342825516
D,r,3,8.142857143,40.46,2,1.9677726255067869
D,r,3,8.142857143,45.51,2,2.5879480640923975
D,r,3,8.142857143,40.34,2,1.9530357834017826
D,r,4,8.142857143,35.44,2,1.3512813974474267
D,r,4,8.142857143,39.48,2,1.8474217483159154
D,r,4,8.142857143,34.33,2,1.2149656079761342
D,r,4,8.142857143,40.31,2,1.9493515728755313
D,r,4,8.142857143,43.93,2,2.3939129763765035
D,r,4,8.142857143,49.96,2,3.134439292152986
D,r,4,8.142857143,41.09,2,2.0451410465580615
D,r,4,8.142857143,38.48,2,1.7246147307742103
D,r,4,8.142857143,28.02,2,0.44005332728797497
D,r,4,8.142857143,37.35,2,1.585842800952084
D,r,5,8.142857143,42.53,2,2.2219831518181166
D,r,5,8.142857143,51.06,2,3.2695270114488615
D,r,5,8.142857143,43.55,2,2.3472463097106555
D,r,5,8.142857143,36.35,2,1.4630357834103789
D,r,5,8.142857143,37.4,2,1.591983151829169
D,r,5,8.142857143,39.84,2,1.89163227463093
D,r,5,8.142857143,37.61,2,1.6177726255129272
D,r,5,8.142857143,39.72,2,1.8768954325259248
D,r,5,8.142857143,29.15,2,0.5788252571101016
D,r,5,8.142857143,41.58,2,2.1053164851534962
A,b,1,8.714285714,45.08,2,2.368902289517908
A,b,1,8.714285714,37.44,2,1.4921809780137536
A,b,1,8.714285714,30.68,2,0.7164432730702871
A,b,1,8.714285714,34.3,2,1.1318531091494806
A,b,1,8.714285714,35.12,2,1.2259514698083034
A,b,1,8.714285714,38.69,2,1.6356236009692762
A,b,1,8.714285714,40.79,2,1.8766072075345546
A,b,1,8.714285714,35.07,2,1.2202137648900828
A,b,1,8.714285714,34.61,2,1.1674268796424503
A,b,1,8.714285714,31.2,2,0.7761154042197844
A,b,2,8.714285714,43.88,2,2.231197371480607
A,b,2,8.714285714,41.44,2,1.9511973714714261
A,b,2,8.714285714,38.26,2,1.5862793386725764
A,b,2,8.714285714,0.93,2,-2.697491153271153
A,b,2,8.714285714,33.89,2,1.0848039288200695
A,b,2,8.714285714,36.51,2,1.3854596665348446
A,b,2,8.714285714,42.02,2,2.0177547485227896
A,b,2,8.714285714,40.86,2,1.8846399944200638
A,b,2,8.714285714,36.43,2,1.3762793386656915
A,b,2,8.714285714,44.5,2,2.302344912466546
A,b,3,8.714285714,33.56,2,1.0469350763598118
A,b,3,8.714285714,47.31,2,2.6248039288705614
A,b,3,8.714285714,27.39,2,0.3389022894513514
A,b,3,8.714285714,29.85,2,0.6211973714278202
A,b,3,8.714285714,36.92,2,1.4325088468642566
A,b,3,8.714285714,33.18,2,1.0033285189813324
A,b,3,8.714285714,50.93,2,3.0402137649497547
A,b,3,8.714285714,28.8,2,0.5007055681451811
A,b,3,8.714285714,40.75,2,1.872017043599978
A,b,3,8.714285714,36.36,2,1.368246551780182
A,b,4,8.714285714,35.72,2,1.2948039288269544
A,b,4,8.714285714,30.3,2,0.6728367156918083
A,b,4,8.714285714,33.88,2,1.0836563878364256
A,b,4,8.714285714,32.23,2,0.8943121255351348
A,b,4,8.714285714,38.51,2,1.614967863263681
A,b,4,8.714285714,35.79,2,1.3028367157124638
A,b,4,8.714285714,38.51,2,1.614967863263681
A,b,4,8.714285714,38.22,2,1.581689174738
A,b,4,8.714285714,45.68,2,2.4377547485365594
A,b,4,8.714285714,31.9,2,0.8564432730748771
A,b,5,8.714285714,33.28,2,1.0148039288177744
A,b,5,8.714285714,32.71,2,0.949394092750056
A,b,5,8.714285714,34.83,2,1.1926727812826223
A,b,5,8.714285714,36.87,2,1.4267711419460352
A,b,5,8.714285714,31.54,2,0.8151317976636866
A,b,5,8.714285714,30.76,2,0.7256236009394407
A,b,5,8.714285714,26.91,2,0.28382032223643067
A,b,5,8.714285714,27.53,2,0.35496786322237
A,b,5,8.714285714,35.96,2,1.322344912434415
A,b,5,8.714285714,40.44,2,1.836443273107008
D,b,1,8.142857143,32.63,2,1.006193678155236
D,b,1,8.142857143,41.77,2,2.128649818486421
D,b,1,8.142857143,34.23,2,1.2026849062219636
D,b,1,8.142857143,36.52,2,1.483912976392469
D,b,1,8.142857143,34.29,2,1.210053327274466
D,b,1,8.142857143,36.34,2,1.461807713234962
D,b,1,8.142857143,40.61,2,1.9861936781380425
D,b,1,8.142857143,35.32,2,1.3365445553424224
