date_time,temp,sal,cond,s_v
42959.82986,14.68,22.88,29.03,1491.25
42959.84028,14.74,22.88,29.08,1491.46
42959.85069,14.8,22.78,29,1491.54
42959.86111,14.74,22.88,29.08,1491.46
42959.87153,14.74,22.88,29.08,1491.46
42959.88194,14.77,22.82,29.03,1491.49
42959.89236,14.65,22.94,29.09,1491.23
42959.90278,14.49,22.99,29.04,1490.78
42959.91319,14.37,23.03,29,1490.4
42959.92361,14.43,23.01,29.02,1490.59
42959.93403,14.4,22.98,28.97,1490.46
42959.94444,14.37,23,28.97,1490.38
42959.95486,14.37,23,28.97,1490.38
42959.96528,14.4,23.01,28.99,1490.48
42959.97569,14.46,22.97,28.99,1490.64
42959.98611,14.43,22.96,28.97,1490.54
42959.99653,14.34,23,28.94,1490.27
42960.00694,14.34,23,28.94,1490.27
42960.01736,14.34,23.02,28.97,1490.3
42960.02778,14.31,23.04,28.97,1490.22
42960.03819,14.31,23.02,28.95,1490.19
42960.04861,14.34,23.04,29,1490.32
42960.05903,14.37,23,28.97,1490.38
42960.06944,14.34,23.02,28.97,1490.3
42960.07986,14.34,23.02,28.97,1490.3
42960.09028,14.34,23.02,28.97,1490.3
42960.10069,14.34,23.02,28.97,1490.3
42960.11111,14.31,23.04,28.97,1490.22
42960.12153,14.34,23,28.94,1490.27
42960.13194,14.34,22.93,28.87,1490.19
42960.14236,14.34,23.04,29,1490.32
42960.15278,14.34,23.04,29,1490.32
42960.16319,14.37,23.03,29,1490.4
42960.17361,14.37,23,28.97,1490.38
42960.18403,14.4,23.01,28.99,1490.48
42960.19444,14.99,22.96,29.34,1492.36
42960.20486,15.87,22.74,29.67,1494.97
42960.21528,16.02,22.69,29.72,1495.4
42960.22569,16.08,22.65,29.72,1495.55
42960.23611,16.11,22.66,29.75,1495.65
42960.24653,16.14,22.64,29.74,1495.73
42960.25694,16.17,22.62,29.74,1495.8
42960.26736,16.23,22.63,29.79,1496.01
42960.27778,16.32,22.65,29.87,1496.31
42960.28819,16.38,22.63,29.9,1496.49
42960.29861,16.44,22.62,29.92,1496.66
42960.30903,16.47,22.6,29.92,1496.74
42960.31944,16.47,22.55,29.87,1496.68
42960.32986,16.56,22.57,29.95,1496.99
42960.34028,16.56,22.59,29.97,1497.01
42960.35069,16.62,22.58,30,1497.19
42960.36111,16.59,22.57,29.97,1497.09
42960.37153,16.62,22.56,29.97,1497.16
42960.38194,16.62,22.56,29.97,1497.16
42960.39236,16.05,22.65,29.69,1495.45
42960.40278,15.81,22.7,29.6,1494.74
42960.41319,15.99,22.71,29.72,1495.33
42960.42361,15.72,22.69,29.52,1494.43
42960.43403,15.84,22.71,29.62,1494.84
42960.44444,15.99,22.62,29.61,1495.22
42960.45486,15.81,22.63,29.51,1494.65
42960.46528,15.54,22.69,29.39,1493.83
42960.47569,15.2,22.8,29.3,1492.88
42960.48611,15.72,22.74,29.57,1494.48
42960.49653,16.02,22.69,29.72,1495.4
42960.50694,16.32,22.72,29.96,1496.39
42960.51736,16.9,22.6,30.21,1498.07
42960.52778,17.08,22.57,30.29,1498.59
42960.53819,17.14,22.58,30.34,1498.79
42960.54861,17.2,22.57,30.37,1498.96
42960.55903,17.23,22.57,30.4,1499.06
42960.56944,17.29,22.46,30.31,1499.12
42960.57986,17.35,22.48,30.36,1499.32
42960.59028,17.35,22.45,30.33,1499.29
42960.60069,17.43,22.52,30.47,1499.64
42960.61111,17.49,22.51,30.5,1499.81
42960.62153,17.49,22.55,30.56,1499.87
42960.63194,17.52,22.56,30.59,1499.97
42960.64236,17.49,22.55,30.56,1499.87
42960.65278,17.49,22.51,30.5,1499.81
42960.66319,17.46,22.57,30.56,1499.8
42960.67361,17.38,22.53,30.45,1499.47
42960.68403,17.46,22.48,30.44,1499.69
42960.69444,17.52,22.56,30.59,1499.97
42960.70486,17.55,22.57,30.61,1500.07
42960.71528,17.55,22.59,30.64,1500.1
42960.72569,17.55,22.61,30.67,1500.12
42960.73611,17.61,22.58,30.67,1500.27
42960.74653,17.67,22.62,30.76,1500.49
42960.75694,17.76,22.61,30.81,1500.76
42960.76736,17.82,22.62,30.87,1500.96
42960.77778,18.18,22.58,31.06,1501.99
42960.78819,18.18,22.56,31.03,1501.97
42960.79861,18.06,22.6,31,1501.66
42960.80903,18.18,22.53,31,1501.94
42960.81944,18.18,22.53,31,1501.94
42960.82986,18.03,22.55,30.92,1501.5
42960.84028,17.88,22.59,30.86,1501.1
42960.85069,17.85,22.61,30.87,1501.03
42960.86111,17.76,22.56,30.75,1500.7
42960.87153,17.46,22.57,30.56,1499.8
42960.88194,16.23,22.75,29.93,1496.14
42960.89236,15.26,22.93,29.49,1493.22
42960.90278,15.02,22.99,29.39,1492.49
42960.91319,14.99,23.01,29.39,1492.42
42960.92361,14.99,23.03,29.42,1492.45
42960.93403,14.83,23.1,29.4,1492.03
42960.94444,15.02,23.1,29.53,1492.63
42960.95486,14.86,23.08,29.4,1492.11
42960.96528,14.95,23.12,29.5,1492.45
42960.97569,15.02,23.1,29.53,1492.63
42960.98611,15.23,23.04,29.6,1493.26
42960.99653,15.32,22.98,29.59,1493.49
42961.00694,15.17,22.96,29.46,1492.97
42961.01736,15.02,23.03,29.44,1492.55
42961.02778,14.95,23.07,29.45,1492.4
42961.03819,14.89,23.06,29.4,1492.18
42961.04861,14.8,23.1,29.37,1491.92
42961.05903,14.71,23.13,29.35,1491.66
42961.06944,14.71,23.13,29.35,1491.66
42961.07986,14.62,23.15,29.3,1491.37
42961.09028,14.52,23.14,29.23,1491.05
42961.10069,14.46,23.17,29.23,1490.89
42961.11111,14.4,23.21,29.23,1490.73
42961.12153,14.4,23.19,29.21,1490.7
42961.13194,14.31,23.2,29.16,1490.41
42961.14236,14.31,23.23,29.18,1490.44
42961.15278,14.74,23.12,29.35,1491.74
42961.16319,14.8,23.1,29.37,1491.92
42961.17361,14.83,23.06,29.35,1491.97
42961.18403,14.83,23.08,29.37,1492
42961.19444,14.83,23.08,29.37,1492
42961.20486,14.86,23.06,29.37,1492.08
42961.21528,14.8,23.08,29.35,1491.89
42961.22569,14.77,23.05,29.29,1491.76
42961.23611,14.83,23.01,29.29,1491.92
42961.24653,14.77,22.96,29.19,1491.65
42961.25694,15.11,22.93,29.39,1492.73
42961.26736,15.26,22.88,29.43,1493.17
42961.27778,15.44,22.79,29.45,1493.66
42961.28819,15.57,22.83,29.58,1494.1
42961.29861,15.66,22.66,29.44,1494.19
42961.30903,15.75,22.74,29.6,1494.58
42961.31944,15.84,22.76,29.68,1494.89
42961.32986,16.02,22.71,29.75,1495.43
42961.34028,16.08,22.72,29.8,1495.63
42961.35069,16.02,22.76,29.81,1495.48
42961.36111,16.02,22.71,29.75,1495.43
42961.37153,16.08,22.7,29.77,1495.61
42961.38194,16.14,22.76,29.88,1495.87
42961.39236,16.11,22.77,29.88,1495.79
42961.40278,16.08,22.75,29.83,1495.66
42961.41319,16.14,22.73,29.86,1495.84
42961.42361,16.17,22.71,29.85,1495.91
42961.43403,16.14,22.69,29.8,1495.78
42961.44444,16.14,22.76,29.88,1495.87
42961.45486,16.2,22.65,29.8,1495.93
42961.46528,16.17,22.76,29.91,1495.97
42961.47569,15.87,22.78,29.73,1495.02
42961.48611,15.54,22.87,29.61,1494.05
42961.49653,15.35,22.87,29.48,1493.45
42961.50694,15.78,22.79,29.68,1494.74
42961.51736,15.54,22.8,29.53,1493.97
42961.52778,15.6,22.84,29.61,1494.2
42961.53819,15.47,22.86,29.56,1493.84
42961.54861,15.29,22.89,29.46,1493.27
42961.55903,15.35,22.94,29.56,1493.54
42961.56944,15.69,22.8,29.63,1494.46
42961.57986,15.63,22.82,29.6,1494.28
42961.59028,15.26,22.86,29.4,1493.14
42961.60069,15.26,22.83,29.38,1493.11
42961.61111,14.74,22.95,29.16,1491.54
42961.62153,14.86,22.99,29.29,1492
42961.63194,15.23,22.88,29.41,1493.06
42961.64236,15.05,22.9,29.31,1492.49
42961.65278,14.77,22.91,29.13,1491.6
42961.66319,14.62,23.03,29.17,1491.23
42961.67361,14.62,22.94,29.06,1491.12
42961.68403,14.74,22.93,29.14,1491.52
42961.69444,14.71,22.95,29.14,1491.44
42961.70486,14.71,23.04,29.24,1491.55
42961.71528,14.65,23.01,29.17,1491.31
42961.72569,14.65,23.01,29.17,1491.31
42961.73611,14.71,23,29.19,1491.49
42961.74653,14.71,22.97,29.16,1491.47
42961.75694,14.89,22.99,29.32,1492.1
42961.76736,15.08,22.95,29.39,1492.65
42961.77778,15.38,22.87,29.51,1493.56
42961.78819,15.23,22.88,29.41,1493.06
42961.79861,15.54,22.83,29.55,1494
42961.80903,15.9,22.81,29.78,1495.15
42961.81944,16.14,22.8,29.94,1495.92
42961.82986,16.23,22.72,29.91,1496.12
42961.84028,16.29,22.76,29.99,1496.35
42961.85069,16.41,22.76,30.07,1496.73
42961.86111,16.69,22.73,30.22,1497.56
42961.87153,16.75,22.72,30.25,1497.73
42961.88194,16.75,22.72,30.25,1497.73
42961.89236,16.72,22.76,30.28,1497.69
42961.90278,16.72,22.79,30.31,1497.71
42961.91319,16.59,22.79,30.23,1497.34
42961.92361,16.47,22.81,30.18,1496.99
42961.93403,16.26,22.85,30.07,1496.36
42961.94444,16.11,22.87,30,1495.9
42961.95486,15.96,22.84,29.86,1495.39
42961.96528,16.47,22.67,30.01,1496.82
42961.97569,16.05,22.53,29.56,1495.31
42961.98611,15.78,22.38,29.19,1494.26
42961.99653,15.63,22.4,29.12,1493.79
42962.00694,15.84,22.5,29.38,1494.59
42962.01736,16.14,22.5,29.58,1495.56
42962.02778,15.87,22.46,29.35,1494.64
42962.03819,15.66,22.48,29.22,1493.98
42962.04861,15.81,22.5,29.35,1494.49
42962.05903,15.84,22.52,29.4,1494.62
42962.06944,16.02,22.48,29.47,1495.16
42962.07986,15.69,22.41,29.17,1494
42962.09028,15.75,22.4,29.19,1494.18
42962.10069,15.99,22.41,29.37,1494.97
42962.11111,15.84,22.43,29.29,1494.51
42962.12153,15.81,22.7,29.6,1494.74
42962.13194,15.96,22.73,29.73,1495.25
42962.14236,15.96,22.7,29.7,1495.22
42962.15278,15.96,22.54,29.51,1495.03
42962.16319,15.9,22.49,29.4,1494.77
42962.17361,15.99,22.45,29.42,1495.03
42962.18403,15.93,22.45,29.37,1494.82
42962.19444,16.23,22.58,29.74,1495.95
42962.20486,16.2,22.6,29.74,1495.88
42962.21528,16.17,22.71,29.85,1495.91
42962.22569,16.08,22.7,29.77,1495.61
42962.23611,16.05,22.69,29.75,1495.5
42962.24653,15.96,22.38,29.32,1494.84
42962.25694,15.87,22.41,29.29,1494.59
42962.26736,15.93,22.4,29.32,1494.77
42962.27778,15.78,22.38,29.19,1494.26
42962.28819,15.75,22.35,29.14,1494.13
42962.29861,15.72,22.33,29.09,1494
42962.30903,15.81,22.34,29.16,1494.31
42962.31944,15.87,22.37,29.24,1494.54
42962.32986,15.84,22.37,29.21,1494.43
42962.34028,15.84,22.37,29.21,1494.43
42962.35069,15.9,22.46,29.37,1494.75
42962.36111,15.9,22.44,29.35,1494.72
42962.37153,15.99,22.45,29.42,1495.03
42962.38194,16.08,22.49,29.53,1495.36
42962.39236,16.14,22.39,29.44,1495.43
42962.40278,16.29,22.43,29.6,1495.97
42962.41319,16.47,22.48,29.78,1496.6
42962.42361,16.44,22.57,29.87,1496.61
42962.43403,16.35,22.53,29.76,1496.28
42962.44444,16.17,22.41,29.49,1495.56
42962.45486,16.11,22.38,29.42,1495.33
42962.46528,16.14,22.32,29.36,1495.35
42962.47569,16.11,22.29,29.31,1495.22
42962.48611,16.11,22.43,29.47,1495.38
42962.49653,16.14,22.41,29.47,1495.46
42962.50694,15.72,22.55,29.35,1494.26
42962.51736,15.6,22.7,29.44,1494.04
42962.52778,15.84,22.46,29.32,1494.54
42962.53819,15.23,22.53,29.01,1492.66
42962.54861,14.89,22.65,28.92,1491.69
42962.55903,15.05,22.6,28.96,1492.14
42962.56944,15.11,22.65,29.06,1492.4
42962.57986,15.17,22.62,29.06,1492.56
42962.59028,15.17,22.64,29.09,1492.58
42962.60069,15.08,22.67,29.07,1492.32
42962.61111,15.66,22.59,29.36,1494.11
42962.62153,16.05,22.44,29.45,1495.2
42962.63194,16.35,22.42,29.62,1496.14
42962.64236,15.84,22.25,29.08,1494.3
42962.65278,16.02,22.35,29.31,1495
42962.66319,15.99,22.39,29.34,1494.95
42962.67361,15.93,22.49,29.43,1494.88
42962.68403,15.6,22.51,29.23,1493.82
42962.69444,15.54,22.57,29.26,1493.7
42962.70486,15.54,22.53,29.2,1493.64
42962.71528,15.57,22.65,29.36,1493.88
42962.72569,16.17,22.46,29.55,1495.61
42962.73611,16.23,22.33,29.44,1495.66
42962.74653,16.11,22.38,29.42,1495.33
42962.75694,16.23,22.4,29.52,1495.74
42962.76736,16.35,22.4,29.59,1496.12
42962.77778,16.65,22.38,29.77,1497.05
42962.78819,16.99,22.36,29.98,1498.07
42962.79861,17.02,22.34,29.98,1498.14
42962.80903,17.17,22.3,30.03,1498.56
42962.81944,16.99,22.36,29.98,1498.07
42962.82986,17.26,22.37,30.16,1498.91
42962.84028,17.46,22.33,30.27,1499.52
42962.85069,17.46,22.36,30.3,1499.55
42962.86111,17.76,22.35,30.48,1500.45
42962.87153,17.91,22.4,30.65,1500.97
42962.88194,18.15,22.43,30.85,1501.73
42962.89236,17.94,22.43,30.71,1501.1
42962.90278,17.73,22.36,30.49,1500.38
42962.91319,18.03,22.38,30.71,1501.31
42962.92361,18.06,22.36,30.7,1501.38
42962.93403,17.85,22.29,30.48,1500.67
42962.94444,17.91,22.35,30.59,1500.92
42962.95486,17.88,22.3,30.51,1500.77
42962.96528,17.97,22.25,30.5,1500.98
42962.97569,18.09,22.27,30.61,1501.37
42962.98611,17.97,22.27,30.53,1501
42962.99653,17.91,22.26,30.48,1500.81
42963.00694,17.82,22.26,30.42,1500.54
42963.01736,17.73,22.22,30.31,1500.22
42963.02778,16.96,21.99,29.51,1497.54
42963.03819,17.46,22.19,30.1,1499.36
42963.04861,17.67,22.21,30.26,1500.02
42963.05903,16.93,22.28,29.84,1497.79
42963.06944,16.78,22.12,29.55,1497.13
42963.07986,17.23,22.34,30.11,1498.78
42963.09028,17.29,22.21,29.99,1498.82
42963.10069,16.87,22.09,29.57,1497.37
42963.11111,16.9,22.25,29.79,1497.66
42963.12153,16.44,22.39,29.64,1496.39
42963.13194,16.41,22.4,29.65,1496.32
42963.14236,16.44,22.46,29.73,1496.47
42963.15278,16.44,22.46,29.73,1496.47
42963.16319,16.5,22.44,29.75,1496.65
42963.17361,16.5,22.44,29.75,1496.65
42963.18403,16.69,22.47,29.91,1497.25
42963.19444,16.84,22.43,29.96,1497.68
42963.20486,16.87,22.36,29.9,1497.69
42963.21528,16.9,22.3,29.84,1497.71
42963.22569,16.96,22.29,29.87,1497.89
42963.23611,16.9,22.23,29.76,1497.63
42963.24653,16.75,22.18,29.6,1497.11
42963.25694,16.78,22.14,29.57,1497.15
42963.26736,16.75,22.16,29.57,1497.08
42963.27778,16.75,22.18,29.6,1497.11
42963.28819,16.81,22.19,29.65,1497.31
42963.29861,16.75,22.18,29.6,1497.11
42963.30903,16.72,22.18,29.58,1497.01
42963.31944,16.72,22.2,29.6,1497.03
42963.32986,16.72,22.16,29.55,1496.98
42963.34028,16.69,22.22,29.6,1496.96
42963.35069,16.69,22.22,29.6,1496.96
42963.36111,16.65,22.24,29.61,1496.88
42963.37153,16.72,22.29,29.71,1497.14
42963.38194,16.62,22.32,29.69,1496.89
42963.39236,16.38,22.33,29.54,1496.14
42963.40278,16.35,22.37,29.57,1496.09
42963.41319,16.32,22.37,29.54,1495.99
42963.42361,16.35,22.44,29.65,1496.17
42963.43403,16.65,22.38,29.77,1497.05
42963.44444,16.69,22.36,29.77,1497.12
42963.45486,16.69,22.33,29.74,1497.09
42963.46528,16.69,22.29,29.69,1497.04
42963.47569,16.78,22.28,29.74,1497.31
42963.48611,16.96,22.17,29.73,1497.75
42963.49653,16.99,22.09,29.64,1497.75
42963.50694,17.05,22.05,29.64,1497.89
42963.51736,16.5,22.26,29.53,1496.43
42963.52778,16.35,22.35,29.54,1496.06
42963.53819,16.72,22.27,29.69,1497.11
42963.54861,16.38,22.4,29.62,1496.22
42963.55903,16.29,22.39,29.54,1495.91
42963.56944,16.32,22.39,29.57,1496.01
42963.57986,15.96,22.43,29.37,1494.9
42963.59028,15.54,22.57,29.26,1493.7
42963.60069,15.17,22.66,29.11,1492.61
42963.61111,14.89,22.65,28.92,1491.69
42963.62153,14.62,22.78,28.88,1490.93
42963.63194,15.05,22.74,29.12,1492.3
42963.64236,15.63,22.68,29.44,1494.12
42963.65278,15.87,22.64,29.56,1494.86
42963.66319,15.5,22.71,29.39,1493.76
42963.67361,15.32,22.75,29.32,1493.21
42963.68403,15.41,22.74,29.37,1493.5
42963.69444,15.41,22.69,29.32,1493.44
42963.70486,15.29,22.68,29.22,1493.03
42963.71528,15.29,22.75,29.3,1493.11
42963.72569,15.41,22.69,29.32,1493.44
42963.73611,15.32,22.73,29.29,1493.19
42963.74653,15.23,22.74,29.24,1492.9
42963.75694,15.35,22.71,29.29,1493.26
42963.76736,15.66,22.68,29.47,1494.22
42963.77778,15.9,22.65,29.59,1494.96
42963.78819,15.99,22.64,29.64,1495.24
42963.79861,15.47,22.66,29.31,1493.6
42963.80903,15.2,22.73,29.22,1492.8
42963.81944,15.11,22.72,29.14,1492.48
42963.82986,15.02,22.83,29.2,1492.3
42963.84028,14.99,22.82,29.18,1492.2
42963.85069,14.95,22.91,29.26,1492.2
42963.86111,14.92,22.91,29.23,1492.1
42963.87153,15.05,22.9,29.31,1492.49
42963.88194,15.11,22.84,29.28,1492.62
42963.89236,15.17,22.82,29.3,1492.8
42963.90278,15.23,22.81,29.33,1492.98
42963.91319,15.5,22.8,29.5,1493.87
42963.92361,15.32,22.77,29.35,1493.24
42963.93403,15.32,22.8,29.37,1493.27
42963.94444,15.41,22.81,29.45,1493.58
42963.95486,15.38,22.83,29.45,1493.5
42963.96528,15.6,22.84,29.61,1494.2
42963.97569,15.78,22.77,29.65,1494.71
42963.98611,15.72,22.71,29.54,1494.45
42963.99653,15.81,22.7,29.6,1494.74
42964.00694,16.2,22.7,29.85,1495.99
42964.01736,16.17,22.6,29.71,1495.78
42964.02778,16.26,22.59,29.76,1496.05
42964.03819,16.38,22.56,29.81,1496.41
42964.04861,16.41,22.54,29.81,1496.48
42964.05903,16.5,22.54,29.86,1496.76
42964.06944,16.62,22.49,29.89,1497.08
42964.07986,16.81,22.31,29.79,1497.44
42964.09028,16.87,22.2,29.71,1497.51
42964.10069,16.75,22.05,29.44,1496.95
42964.11111,16.78,22.26,29.71,1497.29
42964.12153,16.56,22.41,29.75,1496.8
42964.13194,16.38,22.49,29.73,1496.32
42964.14236,16.35,22.53,29.76,1496.28
42964.15278,16.23,22.54,29.68,1495.9
42964.16319,16.11,22.56,29.63,1495.54
42964.17361,16.02,22.6,29.61,1495.29
42964.18403,15.93,22.58,29.53,1494.98
42964.19444,15.78,22.61,29.46,1494.52
42964.20486,15.63,22.61,29.36,1494.03
42964.21528,15.6,22.63,29.36,1493.96
42964.22569,15.66,22.64,29.41,1494.17
42964.23611,15.75,22.58,29.41,1494.39
42964.24653,15.96,22.59,29.56,1495.09
42964.25694,16.08,22.56,29.61,1495.44
42964.26736,16.17,22.57,29.69,1495.75
42964.27778,16.17,22.6,29.71,1495.78
42964.28819,16.26,22.54,29.71,1496
42964.29861,16.38,22.56,29.81,1496.41
42964.30903,16.2,22.53,29.66,1495.8
42964.31944,16.26,22.57,29.74,1496.03
42964.32986,16.5,22.54,29.86,1496.76
42964.34028,16.32,22.58,29.79,1496.23
42964.35069,16.23,22.58,29.74,1495.95
42964.36111,16.23,22.56,29.71,1495.92
42964.37153,16.32,22.6,29.82,1496.26
42964.38194,16.38,22.56,29.81,1496.41
42964.39236,16.29,22.57,29.76,1496.13
42964.40278,16.2,22.56,29.68,1495.82
42964.41319,16.23,22.56,29.71,1495.92
42964.42361,16.38,22.54,29.79,1496.38
42964.43403,16.44,22.53,29.81,1496.55
42964.44444,16.62,22.51,29.91,1497.11
42964.45486,16.56,22.48,29.83,1496.88
42964.46528,16.62,22.53,29.94,1497.13
42964.47569,16.87,22.48,30.04,1497.83
42964.48611,17.05,22.44,30.12,1498.35
42964.49653,17.08,22.47,30.17,1498.48
42964.50694,16.96,22.47,30.09,1498.1
42964.51736,16.5,22.51,29.84,1496.73
42964.52778,16.93,22.45,30.04,1497.98
42964.53819,16.99,22.41,30.04,1498.12
42964.54861,16.78,22.47,29.96,1497.53
42964.55903,16.5,22.51,29.84,1496.73
42964.56944,16.62,22.49,29.89,1497.08
42964.57986,16.35,22.53,29.76,1496.28
42964.59028,16.11,22.56,29.63,1495.54
42964.60069,15.54,22.64,29.34,1493.78
42964.61111,14.92,22.77,29.07,1491.93
42964.62153,15.05,22.74,29.12,1492.3
42964.63194,14.86,22.76,29.02,1491.72
42964.64236,14.71,22.83,29.01,1491.3
42964.65278,15.14,22.82,29.28,1492.7
42964.66319,15.05,22.85,29.25,1492.44
42964.67361,15.02,22.85,29.23,1492.33
42964.68403,14.83,22.85,29.1,1491.73
42964.69444,14.99,22.87,29.23,1492.25
42964.70486,15.05,22.88,29.28,1492.46
42964.71528,14.77,22.91,29.13,1491.6
42964.72569,14.68,22.9,29.06,1491.28
42964.73611,14.68,22.92,29.09,1491.31
42964.74653,14.56,22.98,29.07,1490.96
42964.75694,14.46,23.01,29.04,1490.7
42964.76736,14.43,23.01,29.02,1490.59
42964.77778,14.43,22.96,28.97,1490.54
42964.78819,14.43,22.99,28.99,1490.56
42964.79861,14.49,22.97,29.02,1490.75
42964.80903,14.59,22.96,29.06,1491.04
42964.81944,14.68,22.95,29.11,1491.33
42964.82986,14.56,22.95,29.04,1490.93
42964.84028,14.46,22.97,28.99,1490.64
42964.85069,14.59,22.93,29.04,1491.01
42964.86111,14.65,22.94,29.09,1491.23
42964.87153,14.62,22.94,29.06,1491.12
42964.88194,14.83,22.94,29.21,1491.83
42964.89236,15.08,22.9,29.33,1492.6
42964.90278,15.14,22.84,29.3,1492.72
42964.91319,15.08,22.83,29.25,1492.51
42964.92361,14.95,22.84,29.18,1492.12
42964.93403,14.99,22.84,29.2,1492.22
42964.94444,15.05,22.83,29.23,1492.41
42964.95486,15.11,22.84,29.28,1492.62
42964.96528,15.29,22.72,29.27,1493.08
42964.97569,15.57,22.81,29.55,1494.07
42964.98611,15.96,21.51,28.28,1493.82
42964.99653,16.38,22.73,30.01,1496.6
42965.00694,16.65,22.68,30.14,1497.4
42965.01736,16.72,22.67,30.16,1497.57
42965.02778,16.84,22.64,30.22,1497.92
42965.03819,16.75,22.58,30.08,1497.57
42965.04861,16.75,22.62,30.13,1497.62
42965.05903,16.65,22.66,30.11,1497.37
42965.06944,16.72,22.64,30.14,1497.55
42965.07986,16.62,22.65,30.08,1497.27
42965.09028,16.75,22.65,30.16,1497.65
42965.10069,17.11,22.6,30.34,1498.71
42965.11111,17.17,22.61,30.4,1498.91
42965.12153,17.35,22.6,30.51,1499.46
42965.13194,17.35,22.62,30.54,1499.48
42965.14236,17.26,22.6,30.45,1499.19
42965.15278,16.72,22.64,30.14,1497.55
42965.16319,16.59,22.67,30.09,1497.2
42965.17361,16.41,22.68,29.98,1496.64
42965.18403,16.38,22.66,29.93,1496.52
42965.19444,16.35,22.7,29.96,1496.47
42965.20486,16.38,22.68,29.95,1496.54
42965.21528,16.47,22.65,29.98,1496.79
42965.22569,16.62,22.65,30.08,1497.27
42965.23611,16.53,22.63,30,1496.97
42965.24653,16.84,22.62,30.19,1497.89
42965.25694,16.75,22.6,30.11,1497.59
42965.26736,16.53,22.61,29.97,1496.94
42965.27778,16.38,22.63,29.9,1496.49
42965.28819,16.29,22.66,29.88,1496.24
42965.29861,16.5,22.65,30,1496.89
42965.30903,16.62,22.63,30.06,1497.24
42965.31944,16.78,22.61,30.13,1497.69
42965.32986,16.5,22.61,29.95,1496.84
42965.34028,16.35,22.63,29.87,1496.39
42965.35069,16.2,22.65,29.8,1495.93
42965.36111,16.23,22.65,29.82,1496.03
42965.37153,16.44,22.57,29.87,1496.61
42965.38194,16.35,22.63,29.87,1496.39
42965.39236,16.32,22.62,29.85,1496.28
42965.40278,16.44,22.62,29.92,1496.66
42965.41319,16.62,22.63,30.06,1497.24
42965.42361,16.59,22.6,30,1497.12
42965.43403,16.59,22.62,30.03,1497.14
42965.44444,16.78,22.61,30.13,1497.69
42965.45486,16.87,22.6,30.18,1497.97
42965.46528,16.9,22.6,30.21,1498.07
42965.47569,16.87,22.6,30.18,1497.97
42965.48611,16.81,22.61,30.16,1497.79
42965.49653,16.78,22.61,30.13,1497.69
42965.50694,16.96,22.62,30.27,1498.27
42965.51736,17.08,22.61,30.35,1498.64
42965.52778,17.17,22.56,30.34,1498.86
42965.53819,17.14,22.55,30.31,1498.76
42965.54861,17.11,22.55,30.29,1498.66
42965.55903,16.62,22.56,29.97,1497.16
42965.56944,16.32,22.62,29.85,1496.28
42965.57986,16.08,22.61,29.66,1495.5
42965.59028,15.9,22.67,29.62,1494.99
42965.60069,15.93,22.61,29.56,1495.01
42965.61111,15.96,22.63,29.61,1495.14
42965.62153,16.53,22.59,29.95,1496.91
42965.63194,16.72,22.57,30.05,1497.46
42965.64236,17.02,22.58,30.26,1498.41
42965.65278,16.96,22.52,30.15,1498.16
42965.66319,16.14,22.55,29.63,1495.62
42965.67361,14.8,22.78,29,1491.54
42965.68403,14.68,22.81,28.95,1491.17
42965.69444,14.68,22.9,29.06,1491.28
42965.70486,14.46,22.99,29.02,1490.67
42965.71528,14.86,22.9,29.18,1491.89
42965.72569,14.71,22.9,29.08,1491.38
42965.73611,14.8,22.96,29.21,1491.76
42965.74653,16.26,22.8,30.02,1496.3
42965.75694,16.62,22.7,30.14,1497.33
42965.76736,16.99,22.69,30.38,1498.45
42965.77778,17.11,22.64,30.4,1498.77
42965.78819,17.17,22.66,30.46,1498.97
42965.79861,17.26,22.6,30.45,1499.19
42965.80903,17.23,22.62,30.45,1499.11
42965.81944,17.23,22.6,30.43,1499.09
42965.82986,17.29,22.56,30.42,1499.23
42965.84028,17.29,22.58,30.45,1499.26
42965.85069,17.29,22.54,30.39,1499.2
42965.86111,17.29,22.56,30.42,1499.23
42965.87153,17.29,22.54,30.39,1499.2
42965.88194,17.26,22.55,30.39,1499.13
42965.89236,17.32,22.52,30.39,1499.27
42965.90278,17.32,22.49,30.36,1499.25
42965.91319,17.35,22.5,30.39,1499.35
42965.92361,17.32,22.52,30.39,1499.27
42965.93403,17.38,22.51,30.42,1499.45
42965.94444,17.52,22.46,30.47,1499.86
42965.95486,17.52,22.49,30.5,1499.89
42965.96528,17.58,22.45,30.49,1500.03
42965.97569,17.58,22.45,30.49,1500.03
42965.98611,17.61,22.46,30.52,1500.13
42965.99653,17.76,22.47,30.63,1500.59
42966.00694,17.76,22.44,30.6,1500.56
42966.01736,17.76,22.44,30.6,1500.56
42966.02778,17.79,22.45,30.63,1500.66
42966.03819,17.79,22.45,30.63,1500.66
42966.04861,17.82,22.45,30.66,1500.76
42966.05903,17.79,22.5,30.69,1500.72
42966.06944,17.79,22.5,30.69,1500.72
42966.07986,17.79,22.5,30.69,1500.72
42966.09028,17.79,22.45,30.63,1500.66
42966.10069,17.32,22.47,30.33,1499.22
42966.11111,16.62,22.58,30,1497.19
42966.12153,16.62,22.6,30.03,1497.22
42966.13194,16.78,22.58,30.1,1497.67
42966.14236,17.05,22.59,30.29,1498.51
42966.15278,16.96,22.54,30.18,1498.19
42966.16319,16.75,22.58,30.08,1497.57
42966.17361,16.62,22.58,30,1497.19
