date_time,temp,sal,cond,s_v
42943.88889,15.15,22.65,29.09,1492.53
42943.89931,14.78,22.77,28.98,1491.46
42943.90972,14.57,22.82,28.89,1490.81
42943.92014,14.44,22.84,28.83,1490.43
42943.93056,14.32,22.92,28.84,1490.11
42943.94097,14.97,22.71,29.03,1492
42943.95139,15.12,22.67,29.09,1492.45
42943.96181,14.69,22.8,28.95,1491.19
42943.97222,14.66,22.82,28.95,1491.11
42943.98264,14.54,22.81,28.86,1490.7
42943.99306,14.41,22.86,28.83,1490.35
42944.00347,14.44,22.84,28.83,1490.43
42944.01389,14.47,22.79,28.8,1490.47
42944.02431,14.57,22.82,28.89,1490.81
42944.03472,14.78,22.79,29.01,1491.49
42944.04514,15.3,22.58,29.11,1492.95
42944.05556,15.3,22.58,29.11,1492.95
42944.06597,15.3,22.53,29.05,1492.89
42944.07639,15.27,22.52,29.02,1492.78
42944.08681,15.09,22.58,28.96,1492.25
42944.09722,14.69,22.66,28.79,1491.03
42944.10764,14.72,22.64,28.79,1491.11
42944.11806,14.81,22.61,28.82,1491.38
42944.12847,14.9,22.58,28.84,1491.65
42944.13889,15.58,22.39,29.07,1493.62
42944.14931,16.09,22.24,29.24,1495.11
42944.15972,15.79,22.34,29.16,1494.25
42944.17014,15.58,22.39,29.07,1493.62
42944.18056,15.42,22.43,29.01,1493.17
42944.19097,15.42,22.4,28.98,1493.13
42944.20139,15.61,22.35,29.04,1493.66
42944.21181,15.67,22.31,29.03,1493.82
42944.22222,15.58,22.36,29.04,1493.58
42944.23264,15.45,22.38,28.98,1493.21
42944.24306,15.79,22.32,29.12,1494.22
42944.25347,15.76,22.34,29.13,1494.14
42944.26389,15.58,22.39,29.07,1493.62
42944.27431,15.64,22.35,29.07,1493.77
42944.28472,16.06,22.29,29.27,1495.06
42944.29514,16.49,22.23,29.48,1496.34
42944.30556,16.79,22.25,29.7,1497.31
42944.31597,17.24,22.23,29.99,1498.7
42944.32639,17.86,22.18,30.34,1500.57
42944.33681,18.22,22.14,30.54,1501.61
42944.34722,18.4,22.12,30.64,1502.13
42944.35764,18.31,22.09,30.53,1501.82
42944.36806,18.28,22.11,30.53,1501.75
42944.37847,17.27,22.3,30.09,1498.87
42944.38889,17.89,22.19,30.37,1500.67
42944.39931,17.39,22.26,30.12,1499.19
42944.40972,17.24,22.32,30.09,1498.8
42944.42014,17.15,22.31,30.03,1498.51
42944.43056,17.03,22.3,29.93,1498.12
42944.44097,16.85,22.29,29.8,1497.55
42944.45139,17.27,22.24,30.02,1498.8
42944.46181,17.66,22.21,30.25,1499.97
42944.47222,17.75,22.22,30.31,1500.25
42944.48264,17.42,22.21,30.08,1499.23
42944.49306,17.12,22.27,29.96,1498.37
42944.50347,17.27,22.24,30.02,1498.8
42944.51389,17.92,22.23,30.44,1500.81
42944.52431,18.19,22.19,30.57,1501.58
42944.53472,18.4,22.15,30.67,1502.16
42944.54514,18.55,22.13,30.74,1502.58
42944.55556,18.46,22.06,30.6,1502.24
42944.56597,18.52,22.08,30.67,1502.44
42944.57639,18.55,22.07,30.66,1502.51
42944.58681,18.73,22.02,30.73,1502.99
42944.59722,18.67,22.03,30.69,1502.82
42944.60764,18.61,22.01,30.63,1502.62
42944.61806,18.67,22,30.66,1502.79
42944.62847,18.9,21.98,30.79,1503.47
42944.63889,18.79,21.93,30.65,1503.07
42944.64931,18.73,21.91,30.58,1502.86
42944.65972,18.67,21.92,30.55,1502.69
42944.67014,18.61,21.92,30.52,1502.52
42944.68056,18.34,21.96,30.39,1501.76
42944.69097,18.28,21.96,30.36,1501.59
42944.70139,18.43,21.91,30.38,1501.97
42944.71181,18.7,21.93,30.59,1502.79
42944.72222,18.52,21.89,30.42,1502.21
42944.73264,18.16,22,30.33,1501.28
42944.74306,18.52,22,30.56,1502.34
42944.75347,18.82,22,30.76,1503.23
42944.76389,18.76,22.01,30.73,1503.06
42944.77431,18.87,22,30.79,1503.41
42944.78472,18.9,22.01,30.83,1503.51
42944.79514,18.87,22.03,30.83,1503.44
42944.80556,18.84,22.04,30.83,1503.37
42944.81597,19.23,22.06,31.11,1504.52
42944.82639,19.02,22.09,31.01,1503.95
42944.83681,18.4,22.1,30.6,1502.1
42944.84722,18.22,22.14,30.54,1501.61
42944.85764,17.54,22.28,30.25,1499.68
42944.86806,16.76,22.37,29.84,1497.36
42944.87847,15.97,22.51,29.47,1495.03
42944.88889,15.36,22.6,29.17,1493.17
42944.89931,15.12,22.64,29.06,1492.42
42944.90972,14.81,22.78,29.01,1491.57
42944.92014,14.78,22.79,29.01,1491.49
42944.93056,14.9,22.75,29.03,1491.84
42944.94097,14.94,22.7,29,1491.89
42944.95139,14.87,22.76,29.04,1491.76
42944.96181,14.97,22.71,29.03,1492
42944.97222,15.06,22.73,29.12,1492.33
42944.98264,15.12,22.7,29.12,1492.49
42944.99306,15.15,22.68,29.12,1492.56
42945.00347,15.12,22.7,29.12,1492.49
42945.01389,14.97,22.76,29.1,1492.06
42945.02431,15.21,22.7,29.18,1492.79
42945.03472,15.27,22.71,29.24,1493.01
42945.04514,15.36,22.63,29.21,1493.21
42945.05556,15.39,22.64,29.24,1493.32
42945.06597,15.3,22.61,29.15,1492.99
42945.07639,15.21,22.61,29.08,1492.69
42945.08681,15.27,22.6,29.11,1492.88
42945.09722,15.24,22.59,29.08,1492.77
42945.10764,15.36,22.57,29.14,1493.14
42945.11806,15.42,22.54,29.14,1493.3
42945.12847,15.55,22.49,29.17,1493.64
42945.13889,15.85,22.44,29.32,1494.56
42945.14931,16.12,22.39,29.43,1495.37
42945.15972,15.91,22.38,29.28,1494.68
42945.17014,15.82,22.38,29.22,1494.39
42945.18056,15.64,22.38,29.1,1493.8
42945.19097,15.55,22.41,29.07,1493.54
42945.20139,15.79,22.37,29.19,1494.28
42945.21181,16.18,22.3,29.37,1495.46
42945.22222,16.27,22.25,29.36,1495.69
42945.23264,16.43,22.21,29.42,1496.13
42945.24306,16.52,22.18,29.45,1496.38
42945.25347,16.55,22.17,29.45,1496.46
42945.26389,16.61,22.16,29.48,1496.64
42945.27431,16.64,22.17,29.51,1496.74
42945.28472,16.67,22.18,29.54,1496.85
42945.29514,16.7,22.19,29.57,1496.96
42945.30556,16.97,22.17,29.73,1497.78
42945.31597,17.45,22.11,29.98,1499.21
42945.32639,18.01,22.06,30.3,1500.89
42945.33681,18.4,22.07,30.56,1502.07
42945.34722,18.7,22.04,30.73,1502.93
42945.35764,18.82,22.06,30.83,1503.3
42945.36806,18.9,22.07,30.9,1503.57
42945.37847,18.93,22.08,30.94,1503.68
42945.38889,18.1,22.12,30.44,1501.23
42945.39931,17.66,22.16,30.18,1499.9
42945.40972,17.51,22.19,30.11,1499.48
42945.42014,17.12,22.25,29.92,1498.34
42945.43056,17.12,22.27,29.96,1498.37
42945.44097,17.15,22.26,29.96,1498.45
42945.45139,17,22.26,29.86,1497.98
42945.46181,16.7,22.33,29.74,1497.12
42945.47222,17.03,22.27,29.89,1498.09
42945.48264,17.3,22.11,29.88,1498.75
42945.49306,17.45,22.11,29.98,1499.21
42945.50347,17.48,22.12,30.01,1499.31
42945.51389,17.42,22.21,30.08,1499.23
42945.52431,17.39,22.2,30.05,1499.13
42945.53472,17.48,22.18,30.08,1499.37
42945.54514,17.66,22.18,30.21,1499.94
42945.55556,17.66,22.16,30.18,1499.9
42945.56597,17.63,22.17,30.18,1499.83
42945.57639,17.75,22.19,30.28,1500.22
42945.58681,17.81,22.13,30.24,1500.33
42945.59722,17.78,22.14,30.24,1500.26
42945.60764,18.01,22.15,30.4,1500.99
42945.61806,18.22,22.14,30.54,1501.61
42945.62847,18.84,22.13,30.94,1503.47
42945.63889,19.08,22.08,31.04,1504.12
42945.64931,18.82,22.06,30.83,1503.3
42945.65972,18.79,22.08,30.83,1503.23
42945.67014,19.29,22.08,31.18,1504.73
42945.68056,19.64,22.03,31.35,1505.7
42945.69097,20.61,22.09,32.08,1508.56
42945.70139,21.25,22.07,32.49,1510.35
42945.71181,21.63,22.08,32.77,1511.41
42945.72222,21.66,22.06,32.76,1511.47
42945.73264,21.4,22.02,32.53,1510.7
42945.74306,20.17,22.06,31.75,1507.27
42945.75347,19.85,22.15,31.65,1506.44
42945.76389,20.02,22.11,31.72,1506.91
42945.77431,19.23,22.12,31.18,1504.59
42945.78472,18.73,22.17,30.91,1503.16
42945.79514,18.49,22.19,30.78,1502.47
42945.80556,19.11,22.12,31.11,1504.25
42945.81597,19.11,22.09,31.08,1504.22
42945.82639,19.29,22.14,31.26,1504.79
42945.83681,19.26,22.13,31.22,1504.69
42945.84722,18.73,22.17,30.91,1503.16
42945.85764,18.16,22.2,30.58,1501.5
42945.86806,18.52,22.2,30.81,1502.58
42945.87847,18.55,22.15,30.77,1502.61
42945.88889,18.13,22.22,30.58,1501.43
42945.89931,18.37,22.2,30.71,1502.13
42945.90972,18.31,22.23,30.71,1501.99
42945.92014,16.7,22.47,29.91,1497.28
42945.93056,16.39,22.51,29.75,1496.38
42945.94097,16.21,22.47,29.6,1495.76
42945.95139,16.27,22.49,29.66,1495.98
42945.96181,16.39,22.48,29.72,1496.34
42945.97222,16.43,22.43,29.69,1496.38
42945.98264,16.58,22.4,29.75,1496.82
42945.99306,16.67,22.37,29.78,1497.08
42946.00347,16.73,22.42,29.87,1497.32
42946.01389,16.79,22.36,29.84,1497.44
42946.02431,16.88,22.36,29.9,1497.72
42946.03472,16.91,22.34,29.9,1497.8
42946.04514,16.91,22.31,29.87,1497.76
42946.05556,16.94,22.3,29.86,1497.84
42946.06597,16.97,22.31,29.9,1497.94
42946.07639,17.03,22.24,29.86,1498.06
42946.08681,17.09,22.21,29.86,1498.2
42946.09722,17.27,22.24,30.02,1498.8
42946.10764,17.42,22.24,30.12,1499.26
42946.11806,17.39,22.23,30.08,1499.16
42946.12847,17.39,22.2,30.05,1499.13
42946.13889,17.42,22.15,30.01,1499.17
42946.14931,17.39,22.14,29.98,1499.06
42946.15972,17.39,22.14,29.98,1499.06
42946.17014,17.39,22.14,29.98,1499.06
42946.18056,17.45,22.14,30.01,1499.24
42946.19097,17.48,22.12,30.01,1499.31
42946.20139,17.51,22.13,30.04,1499.41
42946.21181,17.6,22.11,30.07,1499.66
42946.22222,17.63,22.06,30.04,1499.7
42946.23264,17.6,22.08,30.04,1499.63
42946.24306,17.57,22.04,29.97,1499.49
42946.25347,17.51,22.05,29.94,1499.32
42946.26389,17.51,22.1,30.01,1499.38
42946.27431,17.45,22.05,29.91,1499.14
42946.28472,17.45,22.05,29.91,1499.14
42946.29514,17.48,22.04,29.91,1499.21
42946.30556,17.54,22.06,29.97,1499.42
42946.31597,17.75,22.05,30.1,1500.05
42946.32639,18.01,22.06,30.3,1500.89
42946.33681,18.25,22.07,30.46,1501.62
42946.34722,18.37,22.06,30.53,1501.96
42946.35764,18.4,22.01,30.49,1502
42946.36806,18.46,22.03,30.56,1502.21
42946.37847,18.67,22.03,30.69,1502.82
42946.38889,18.79,22.08,30.83,1503.23
42946.39931,18.9,22.07,30.9,1503.57
42946.40972,18.96,22.03,30.9,1503.71
42946.42014,19.23,22.06,31.11,1504.52
42946.43056,19.76,21.96,31.34,1505.97
42946.44097,19.94,21.98,31.49,1506.5
42946.45139,20.05,22.01,31.6,1506.87
42946.46181,20.14,21.96,31.59,1507.07
42946.47222,19.94,21.95,31.45,1506.47
42946.48264,19.76,21.99,31.38,1506
42946.49306,19.47,22.01,31.21,1505.17
42946.50347,19.38,22.03,31.18,1504.93
42946.51389,19.2,22.07,31.11,1504.46
42946.52431,19.32,22.07,31.18,1504.79
42946.53472,17.72,22.29,30.38,1500.24
42946.54514,17.36,22.33,30.19,1499.18
42946.55556,17.15,22.34,30.06,1498.55
42946.56597,17.06,22.34,30,1498.26
42946.57639,17.18,22.32,30.06,1498.62
42946.58681,17.03,22.33,29.96,1498.16
42946.59722,17.06,22.31,29.96,1498.23
42946.60764,17.18,22.29,30.02,1498.59
42946.61806,17.24,22.29,30.06,1498.76
42946.62847,17.3,22.28,30.09,1498.94
42946.63889,17.21,22.25,29.99,1498.63
42946.64931,17.06,22.28,29.93,1498.2
42946.65972,17.12,22.27,29.96,1498.37
42946.67014,17.15,22.28,29.99,1498.48
42946.68056,17.03,22.33,29.96,1498.16
42946.69097,17.03,22.27,29.89,1498.09
42946.70139,17.24,22.26,30.02,1498.73
42946.71181,17.63,22.23,30.25,1499.9
42946.72222,17.6,22.22,30.21,1499.79
42946.73264,17.66,22.24,30.28,1500
42946.74306,17.81,22.24,30.38,1500.46
42946.75347,17.89,22.19,30.37,1500.67
42946.76389,17.86,22.2,30.38,1500.6
42946.77431,17.78,22.2,30.31,1500.32
42946.78472,17.78,22.23,30.34,1500.35
42946.79514,17.83,22.19,30.34,1500.5
42946.80556,17.89,22.22,30.41,1500.7
42946.81597,17.89,22.19,30.37,1500.67
42946.82639,18.13,22.19,30.54,1501.4
42946.83681,18.64,22.13,30.81,1502.85
42946.84722,19.2,22.16,31.22,1504.56
42946.85764,19.94,22.16,31.72,1506.71
42946.86806,20.96,22.04,32.26,1509.5
42946.87847,20.87,22.03,32.19,1509.24
42946.88889,20.52,22.04,31.97,1508.26
42946.89931,19.76,22.14,31.57,1506.17
42946.90972,19.47,22.13,31.36,1505.3
42946.92014,19.38,22.12,31.29,1505.03
42946.93056,19.26,22.1,31.18,1504.66
42946.94097,18.64,22.19,30.88,1502.92
42946.95139,18.1,22.21,30.54,1501.33
42946.96181,17.98,22.19,30.44,1500.95
42946.97222,17.98,22.19,30.44,1500.95
42946.98264,17.6,22.25,30.25,1499.83
42946.99306,17.27,22.27,30.06,1498.84
42947.00347,17.21,22.28,30.02,1498.66
42947.01389,17.18,22.27,29.99,1498.55
42947.02431,16.94,22.3,29.86,1497.84
42947.03472,17.12,22.27,29.96,1498.37
42947.04514,17.57,22.24,30.21,1499.72
42947.05556,17.63,22.15,30.14,1499.8
42947.06597,17.98,22.19,30.44,1500.95
42947.07639,18.13,22.16,30.5,1501.37
42947.08681,18.07,22.17,30.47,1501.19
42947.09722,18.07,22.14,30.44,1501.16
42947.10764,17.98,22.14,30.37,1500.88
42947.11806,17.92,22.11,30.3,1500.68
42947.12847,17.69,22.14,30.17,1499.98
42947.13889,16.97,22.25,29.83,1497.88
42947.14931,16.79,22.27,29.74,1497.34
42947.15972,16.88,22.25,29.77,1497.59
42947.17014,16.88,22.25,29.77,1497.59
42947.18056,17.24,22.18,29.92,1498.63
42947.19097,17.57,22.12,30.08,1499.59
42947.20139,17.92,22.09,30.27,1500.64
42947.21181,18.19,21.99,30.32,1501.35
42947.22222,18.19,21.96,30.29,1501.31
42947.23264,18.13,21.97,30.26,1501.14
42947.24306,18.16,21.92,30.22,1501.18
42947.25347,18.28,21.91,30.29,1501.52
42947.26389,18.34,21.93,30.35,1501.73
42947.27431,18.4,21.9,30.35,1501.87
42947.28472,18.46,21.89,30.38,1502.04
42947.29514,18.43,21.85,30.31,1501.91
42947.30556,18.4,21.84,30.28,1501.81
42947.31597,18.4,21.87,30.32,1501.84
42947.32639,18.4,21.87,30.32,1501.84
42947.33681,18.4,21.9,30.35,1501.87
42947.34722,18.4,21.9,30.35,1501.87
42947.35764,18.37,21.89,30.32,1501.77
42947.36806,18.37,21.91,30.35,1501.8
42947.37847,18.28,21.91,30.29,1501.52
42947.38889,18.19,21.93,30.25,1501.28
42947.39931,18.22,21.94,30.29,1501.38
42947.40972,18.43,21.96,30.46,1502.04
42947.42014,18.58,21.94,30.52,1502.45
42947.43056,18.7,21.98,30.66,1502.86
42947.44097,18.79,21.99,30.73,1503.13
42947.45139,19.08,22.02,30.97,1504.05
42947.46181,19.26,21.98,31.03,1504.53
42947.47222,19.41,22.02,31.17,1505
42947.48264,19.49,21.99,31.21,1505.23
42947.49306,19.52,22.01,31.24,1505.33
42947.50347,19.55,21.99,31.24,1505.4
42947.51389,18.99,22.02,30.9,1503.78
42947.52431,18.1,22.01,30.29,1501.1
42947.53472,17.81,22.04,30.13,1500.23
42947.54514,17.63,22.03,30,1499.67
42947.55556,17.27,22.16,29.92,1498.71
42947.56597,17.21,22.17,29.89,1498.53
42947.57639,17.06,22.2,29.83,1498.1
42947.58681,16.94,22.24,29.8,1497.77
42947.59722,16.85,22.27,29.77,1497.52
42947.60764,16.76,22.29,29.74,1497.27
42947.61806,16.79,22.25,29.7,1497.31
42947.62847,16.73,22.31,29.74,1497.19
42947.63889,16.64,22.31,29.68,1496.91
42947.64931,16.52,22.29,29.58,1496.51
42947.65972,16.52,22.32,29.62,1496.54
42947.67014,16.58,22.29,29.61,1496.69
42947.68056,17.36,22.19,30.02,1499.02
42947.69097,18.13,22.16,30.5,1501.37
42947.70139,18.61,22.09,30.73,1502.72
42947.71181,18.93,22.08,30.94,1503.68
42947.72222,18.99,22.05,30.93,1503.81
42947.73264,19.02,22.06,30.97,1503.91
42947.74306,19.14,22.05,31.04,1504.25
42947.75347,19.17,22.03,31.04,1504.32
42947.76389,19.14,22.02,31,1504.22
42947.77431,19.11,22.01,30.97,1504.12
42947.78472,19.17,22.03,31.04,1504.32
42947.79514,19.2,22.02,31.03,1504.39
42947.80556,19.2,21.99,31,1504.36
42947.81597,19.17,22,31,1504.29
42947.82639,19.14,22.02,31,1504.22
42947.83681,19.11,22.01,30.97,1504.12
42947.84722,19.08,22.02,30.97,1504.05
42947.85764,19.05,22.01,30.93,1503.95
42947.86806,19.02,22.03,30.93,1503.88
42947.87847,18.96,22.03,30.9,1503.71
42947.88889,18.9,22.01,30.83,1503.51
42947.89931,19.44,21.97,31.13,1505.03
42947.90972,19.61,21.96,31.24,1505.54
42947.92014,19.61,21.9,31.16,1505.47
42947.93056,19.58,21.92,31.16,1505.4
42947.94097,19.55,21.93,31.17,1505.33
42947.95139,19.52,21.92,31.13,1505.23
42947.96181,19.49,21.94,31.13,1505.17
42947.97222,19.49,21.91,31.09,1505.13
42947.98264,19.11,22.01,30.97,1504.12
42947.99306,18.43,22.11,30.63,1502.2
42948.00347,18.31,22.09,30.53,1501.82
42948.01389,18.22,22.11,30.5,1501.58
42948.02431,18.1,22.12,30.44,1501.23
42948.03472,18.1,22.1,30.4,1501.2
42948.04514,18.1,22.12,30.44,1501.23
42948.05556,18.04,22.1,30.37,1501.03
42948.06597,17.86,22.09,30.24,1500.47
42948.07639,17.81,22.1,30.2,1500.29
42948.08681,17.86,22.12,30.27,1500.5
42948.09722,18.01,22.06,30.3,1500.89
42948.10764,18.19,22.07,30.43,1501.44
42948.11806,18.16,22.06,30.4,1501.34
42948.12847,18.16,22.03,30.36,1501.31
42948.13889,18.13,22.05,30.36,1501.24
42948.14931,18.04,22.02,30.26,1500.93
42948.15972,18.04,22.02,30.26,1500.93
42948.17014,18.07,22,30.26,1501
42948.18056,18.07,22,30.26,1501
42948.19097,18.13,21.97,30.26,1501.14
42948.20139,18.13,21.97,30.26,1501.14
42948.21181,18.16,21.95,30.26,1501.21
42948.22222,18.28,21.94,30.32,1501.56
42948.23264,18.34,21.93,30.35,1501.73
42948.24306,18.46,21.89,30.38,1502.04
42948.25347,18.52,21.8,30.31,1502.12
42948.26389,18.52,21.8,30.31,1502.12
42948.27431,18.46,21.75,30.21,1501.88
42948.28472,18.34,21.71,30.07,1501.47
42948.29514,18.4,21.7,30.11,1501.65
42948.30556,18.49,21.74,30.21,1501.95
42948.31597,18.49,21.68,30.14,1501.89
42948.32639,18.58,21.71,30.24,1502.19
42948.33681,18.61,21.7,30.24,1502.26
42948.34722,18.67,21.72,30.3,1502.47
42948.35764,18.79,21.71,30.37,1502.81
42948.36806,18.93,21.74,30.5,1503.28
42948.37847,19.02,21.74,30.57,1503.55
42948.38889,19.17,21.8,30.74,1504.06
42948.39931,19.17,21.77,30.71,1504.03
42948.40972,19.23,21.77,30.74,1504.2
42948.42014,19.26,21.78,30.77,1504.3
42948.43056,19.41,21.81,30.91,1504.77
42948.44097,19.44,21.8,30.91,1504.83
42948.45139,19.26,21.81,30.81,1504.33
42948.46181,19.26,21.81,30.81,1504.33
42948.47222,19.47,21.84,30.98,1504.97
42948.48264,19.49,21.79,30.95,1505
42948.49306,19.32,21.78,30.81,1504.46
42948.50347,19.38,21.8,30.88,1504.67
42948.51389,19.35,21.76,30.81,1504.53
42948.52431,19.17,21.77,30.71,1504.03
42948.53472,19.11,21.78,30.67,1503.86
42948.54514,19.05,21.78,30.64,1503.69
42948.55556,19.61,21.78,31.01,1505.34
42948.56597,20.02,21.79,31.29,1506.54
42948.57639,19.52,21.78,30.94,1505.07
42948.58681,18.67,21.89,30.51,1502.66
42948.59722,18.16,21.92,30.22,1501.18
42948.60764,18.07,21.92,30.16,1500.9
42948.61806,17.63,22.06,30.04,1499.7
42948.62847,17.45,22.14,30.01,1499.24
42948.63889,17.54,22.11,30.04,1499.49
42948.64931,17.54,22.06,29.97,1499.42
42948.65972,17.6,22,29.94,1499.53
42948.67014,17.66,22.02,30,1499.74
42948.68056,17.69,21.97,29.97,1499.78
42948.69097,17.69,22,30,1499.81
42948.70139,17.63,21.98,29.94,1499.61
42948.71181,17.27,22.13,29.88,1498.67
42948.72222,16.79,22.22,29.67,1497.28
42948.73264,16.79,22.22,29.67,1497.28
42948.74306,16.79,22.22,29.67,1497.28
42948.75347,16.7,22.22,29.61,1496.99
42948.76389,16.67,22.26,29.64,1496.95
42948.77431,16.85,22.21,29.7,1497.46
42948.78472,17.33,22.07,29.85,1498.79
42948.79514,18.01,21.95,30.16,1500.76
42948.80556,18.73,21.88,30.55,1502.83
42948.81597,18.76,21.86,30.55,1502.9
42948.82639,19.05,21.84,30.71,1503.75
42948.83681,19.26,21.84,30.85,1504.36
42948.84722,19.32,21.8,30.84,1504.5
42948.85764,19.08,21.82,30.71,1503.82
42948.86806,18.64,21.88,30.48,1502.56
42948.87847,18.79,21.88,30.58,1503
42948.88889,18.99,21.84,30.68,1503.58
42948.89931,19.11,21.84,30.75,1503.92
42948.90972,19.26,21.81,30.81,1504.33
42948.92014,19.26,21.81,30.81,1504.33
42948.93056,19.26,21.78,30.77,1504.3
42948.94097,19.26,21.78,30.77,1504.3
42948.95139,19.26,21.78,30.77,1504.3
42948.96181,19.29,21.79,30.81,1504.4
42948.97222,19.29,21.76,30.77,1504.36
42948.98264,19.29,21.76,30.77,1504.36
42948.99306,19.29,21.76,30.77,1504.36
42949.00347,19.29,21.79,30.81,1504.4
42949.01389,19.23,21.83,30.81,1504.26
42949.02431,19.2,21.79,30.74,1504.13
42949.03472,19.23,21.8,30.78,1504.23
42949.04514,19.26,21.75,30.74,1504.26
42949.05556,19.23,21.8,30.78,1504.23
42949.06597,19.17,21.77,30.71,1504.03
42949.07639,18.87,21.8,30.54,1503.18
42949.08681,18.79,21.82,30.51,1502.94
42949.09722,18.82,21.78,30.47,1502.97
42949.10764,18.84,21.79,30.51,1503.08
42949.11806,19.02,21.8,30.64,1503.62
42949.12847,19.11,21.81,30.71,1503.89
42949.13889,19.11,21.81,30.71,1503.89
42949.14931,19.14,21.76,30.67,1503.93
42949.15972,19.17,21.77,30.71,1504.03
42949.17014,19.23,21.77,30.74,1504.2
42949.18056,18.84,21.59,30.26,1502.85
42949.19097,18.67,21.53,30.06,1502.25
42949.20139,18.58,21.49,29.96,1501.94
42949.21181,18.49,21.44,29.83,1501.61
42949.22222,18.34,21.41,29.7,1501.13
42949.23264,18.25,21.35,29.57,1500.8
42949.24306,18.19,21.31,29.47,1500.56
42949.25347,18.16,21.3,29.44,1500.46
42949.26389,18.16,21.27,29.41,1500.43
42949.27431,18.19,21.28,29.44,1500.53
42949.28472,18.19,21.26,29.41,1500.5
42949.29514,18.22,21.27,29.44,1500.6
42949.30556,18.19,21.26,29.41,1500.5
42949.31597,18.19,21.26,29.41,1500.5
42949.32639,18.25,21.25,29.44,1500.67
42949.33681,18.31,21.19,29.4,1500.79
42949.34722,18.46,21.16,29.46,1501.2
42949.35764,18.58,21.2,29.59,1501.61
42949.36806,18.67,21.1,29.52,1501.76
42949.37847,18.73,21.12,29.58,1501.96
42949.38889,18.9,21.05,29.61,1502.41
42949.39931,19.05,21.05,29.7,1502.85
42949.40972,19.29,20.97,29.76,1503.46
42949.42014,19.41,21.02,29.89,1503.86
42949.43056,19.35,20.99,29.82,1503.66
42949.44097,19.17,20.93,29.63,1503.06
42949.45139,19.26,20.94,29.69,1503.33
42949.46181,19.2,20.94,29.66,1503.16
42949.47222,19.17,20.93,29.63,1503.06
42949.48264,19.26,20.94,29.69,1503.33
42949.49306,19.14,20.95,29.63,1503
42949.50347,19.17,20.96,29.66,1503.09
42949.51389,19.08,20.98,29.63,1502.86
42949.52431,19.11,20.96,29.63,1502.93
42949.53472,19.08,21.11,29.8,1503.01
42949.54514,19.2,21.13,29.9,1503.37
42949.55556,19.35,21.15,30.03,1503.84
42949.56597,19.52,21.14,30.12,1504.34
42949.57639,19.38,21.19,30.09,1503.97
42949.58681,19.29,21.21,30.06,1503.73
42949.59722,19.38,21.25,30.16,1504.03
42949.60764,19.29,21.29,30.17,1503.83
42949.61806,18.16,21.56,29.77,1500.77
42949.62847,17.83,21.64,29.66,1499.86
42949.63889,17.57,21.69,29.53,1499.08
42949.64931,17.33,21.77,29.48,1498.44
42949.65972,17.36,21.75,29.48,1498.51
42949.67014,17.81,21.71,29.72,1499.85
42949.68056,18.1,21.65,29.85,1500.69
42949.69097,17.81,21.71,29.72,1499.85
42949.70139,17.18,21.85,29.49,1498.07
42949.71181,17.03,21.89,29.43,1497.64
42949.72222,16.73,21.98,29.34,1496.81
42949.73264,16.49,22.09,29.32,1496.18
42949.74306,16.76,21.99,29.37,1496.91
42949.75347,16.79,22,29.4,1497.02
42949.76389,16.76,21.96,29.34,1496.88
42949.77431,16.82,21.95,29.37,1497.06
42949.78472,17.09,21.88,29.46,1497.82
42949.79514,17.09,21.91,29.49,1497.85
42949.80556,17.09,21.91,29.49,1497.85
42949.81597,17.18,21.88,29.52,1498.1
42949.82639,17.33,21.85,29.58,1498.53
42949.83681,17.66,21.8,29.73,1499.49
42949.84722,18.04,21.71,29.88,1500.58
42949.85764,18.13,21.69,29.91,1500.82
42949.86806,18.46,21.64,30.07,1501.76
42949.87847,18.7,21.62,30.2,1502.44
42949.88889,18.79,21.57,30.19,1502.65
42949.89931,18.84,21.27,29.84,1502.48
42949.90972,18.87,21.28,29.88,1502.58
42949.92014,18.9,21.26,29.88,1502.65
42949.93056,18.93,21.27,29.91,1502.75
42949.94097,18.96,21.28,29.94,1502.85
42949.95139,18.93,21.27,29.91,1502.75
42949.96181,18.96,21.28,29.94,1502.85
42949.97222,18.9,21.29,29.91,1502.68
42949.98264,18.93,21.27,29.91,1502.75
42949.99306,18.99,21.27,29.94,1502.92
42950.00347,19.02,21.28,29.97,1503.02
42950.01389,19.05,21.29,30.01,1503.12
42950.02431,19.08,21.3,30.04,1503.22
42950.03472,19.08,21.3,30.04,1503.22
42950.04514,19.05,21.31,30.04,1503.15
42950.05556,19.05,21.31,30.04,1503.15
42950.06597,19.02,21.28,29.97,1503.02
42950.07639,18.99,21.32,30.01,1502.98
42950.08681,18.96,21.31,29.98,1502.88
42950.09722,18.96,21.28,29.94,1502.85
42950.10764,19.02,21.28,29.97,1503.02
42950.11806,19.17,21.3,30.1,1503.49
42950.12847,19.2,21.29,30.1,1503.56
42950.13889,19.2,21.29,30.1,1503.56
42950.14931,19.2,21.26,30.07,1503.53
42950.15972,19.29,21.29,30.17,1503.83
42950.17014,19.29,21.29,30.17,1503.83
42950.18056,19.32,21.28,30.17,1503.89
42950.19097,19.32,21.28,30.17,1503.89
42950.20139,19.35,21.32,30.23,1504.03
42950.21181,19.32,21.3,30.2,1503.93
42950.22222,19.35,21.29,30.2,1503.99
42950.23264,19.35,21.26,30.17,1503.96
